title,governorate,city,maker,model,model_year,mileage,car_type,price,minimum_down_payment,link
Bmw,Cairo,Mokattam,BMW,318i,2012,195000.0,Automatic,800000.0,,https://contactcars.com/en/used-cars/bmw-318i/f0abf2d3ed024da0bc50eab366f18d38?status=Used
بروتون ساجا موديل ٢٠١٢ مانيوال,Cairo,Down Town,Proton,Saga,2012,200000.0,Manual,270000.0,,https://contactcars.com/en/used-cars/proton-saga/f872e8158e3042b3af58d00cfeaba560?status=Used
مرسيدس بسعر لقططه لسرعه البييع,Giza,6th of October,Mercedes,E200,2021,29000.0,Automatic,1000000.0,200000.0,https://contactcars.com/en/used-cars/mercedes-e200/b6db27b59c5b4e19b94d026ff26a5217?status=Used
هيونداي اكس دي معاقين,Alexandria,Awayed,Hyundai,Avante,2006,130000.0,Automatic,310000.0,,https://contactcars.com/en/used-cars/hyundai-avante/c007a4b4c514436980071a0766555f80?status=Used
سكودا كودياك فبريكة,Giza,6th of October,Skoda,KODIAQ,2021,130000.0,Automatic,2100000.0,,https://contactcars.com/en/used-cars/skoda-kodiaq/b238059b8e3541818a9397fd8069db72?status=Used
مازدا٣٢٣ فابريكا,Cairo,Heliopolis,Mazda,323,1982,60000.0,Manual,80000.0,,https://contactcars.com/en/used-cars/mazda-323/8c27f34f52c04c549b203b8dfb37bad4?status=Used
رينو ميجان ٢ للبيع بحالة جيدة,Cairo,New Cairo & 5th Settlement,Renault,Megane,2006,150000.0,Automatic,275000.0,,https://contactcars.com/en/used-cars/renault-megane/84f18a503903441ca7bf4faa32bc9803?status=Used
بيع عربيه مرسيدس c180 amg designo,Giza,Sheikh Zayed,Mercedes,C180,2018,43000.0,Automatic,2650000.0,,https://contactcars.com/en/used-cars/mercedes-c180/dd83d4fecb92439eb8951995eb1d492c?status=Used
شيفروليه اوبترا فابريكة بالكامل,Cairo,New Cairo & 5th Settlement,Chevrolet,Optra,2021,48000.0,Automatic,740000.0,185000.0,https://contactcars.com/en/used-cars/chevrolet-optra/502a0eafeecc4088a87e779fd2750eb8?status=Used
BMW X3 GREY 62.000KM,Cairo,Heliopolis,BMW,X3,2018,60000.0,Automatic,2400000.0,,https://contactcars.com/en/used-cars/bmw-x3/d725727e3e124d56b15a5102a5d01147?status=Used
تويوتا هايلوكس بحالة نادرة وشاذة ممتازة جدا,Alexandria,Muharram Bey,Toyota,Hilux,2014,295000.0,Manual,800000.0,,https://contactcars.com/en/used-cars/toyota-hilux/cb685164a1b9435195f2f8ad7975be5a?status=Used
Toyota land cruiser,Cairo,Nasr City,Toyota,Land cruiser,2023,12000.0,Automatic,10500000.0,2100000.0,https://contactcars.com/en/used-cars/toyota-land_cruiser/7ff0440c050049629d6e390ce03af6f8?status=Used
استايل وكيل,Damietta,Damietta,Skoda,KODIAQ,2022,3800.0,Automatic,3500000.0,700000.0,https://contactcars.com/en/used-cars/skoda-kodiaq/ab1f62bc082243f684befcd12b2119a9?status=Used
Kia sorrento 2021,Cairo,New Cairo & 5th Settlement,Kia,Sorento,2021,66000.0,Automatic,1800000.0,,https://contactcars.com/en/used-cars/kia-sorento/c8878194a77d4b9d93d146ec0190ad26?status=Used
Mercedes E 250,Cairo,Heliopolis,Mercedes,E 250,2010,165000.0,Automatic,1675000.0,,https://contactcars.com/en/used-cars/mercedes-e_250/718e8fa83a0247e2b6ac4c6e215355b2?status=Used
لانسر شارك كالجديده,Giza,Sheikh Zayed,Mitsubishi,Lancer,2016,72000.0,Automatic,690000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/ddbc40baf5c84649a942e1e8266f69b9?status=Used
Mercedes GLC 250 2019 - Mountruck Company,Cairo,New Cairo & 5th Settlement,Mercedes,GLC 250,2019,56000.0,Automatic,3400000.0,,https://contactcars.com/en/used-cars/mercedes-glc_250/20116966a1fe4d1a91cf97cf168d17c5?status=Used
Mercedes E200 2020 - Mountruck Company,Cairo,New Cairo & 5th Settlement,Mercedes,E200,2020,16000.0,Automatic,3450000.0,,https://contactcars.com/en/used-cars/mercedes-e200/40dd6e6146e341ac8156421c518e392a?status=Used
تيجو ٣ فابريكا بالكامل,Asyut,Asyut,Chery,Tiggo 3,2021,67000.0,Automatic,775000.0,,https://contactcars.com/en/used-cars/chery-tiggo_3/c50fa3e0dcb34a3d83337afd3dc37ff6?status=Used
مازدا ٣ موديل ٢٠١٦,Cairo,New Cairo & 5th Settlement,Mazda,3,2016,165000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/mazda-3/946e7f1af4b844fba1257621ad2a6d26?status=Used
رينو فلويانس خليجي حاله ممتازه,Cairo,Nasr City,Renault,Fluence,2011,224000.0,Automatic,550000.0,,https://contactcars.com/en/used-cars/renault-fluence/7325c24261394928987dd2c2b00dae72?status=Used
نيسان صني سوبر صالون بحالة ممتازة,Cairo,Shoubra,Nissan,Sunny,2019,165000.0,Automatic,550000.0,,https://contactcars.com/en/used-cars/nissan-sunny/194823e832b64494a4df1de8792995b5?status=Used
e200 32000km,Alexandria,Roushdy,Mercedes,E200,2014,32000.0,Automatic,2950000.0,,https://contactcars.com/en/used-cars/mercedes-e200/ba1c08a5d2224271a9a2664bbdde36b1?status=Used
كورولا معاقين عدى من الحظر سنتين ونص,Cairo,Badr City,Toyota,Corolla,2012,180000.0,Automatic,570000.0,,https://contactcars.com/en/used-cars/toyota-corolla/ce61c65aa66244cfb3005e842ac47292?status=Used
kia soul 2009,Helwan,Hadayeq Helwan,Kia,Soul,2009,340.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/kia-soul/c693d965038e47fd8b2bf94afb499ddb?status=Used
سيارة كيا اتوماتيك سيفيا للبيع,Cairo,Heliopolis,Kia,Sephia,2002,99999.0,Automatic,185000.0,,https://contactcars.com/en/used-cars/kia-sephia/7580f45ad99844c5bf4dae585b66c0bc?status=Used
توسان اي اكس ٣٥ “TUCSON35 “2015” الفئه الثانيه فضي فابريكا,Western,Mahalla al-Kubra,Hyundai,IX 35,2015,190000.0,Automatic,870000.0,,https://contactcars.com/en/used-cars/hyundai-ix_35/eb72dddbb1ab41cd9910107c253fd8c5?status=Used
بيجو 3008 اعلى فئة - ضمان ممتد - فابريكا,Cairo,New Cairo & 5th Settlement,Peugeot,3008,2020,105000.0,Automatic,2000000.0,,https://contactcars.com/en/used-cars/peugeot-3008/9d155e6c6ca54f67884d7f0c227966f3?status=Used
بيجو ٣٠٠٨ بحاله ممتازه,Alexandria,Smouha,Peugeot,3008,2019,82000.0,Automatic,1400000.0,280000.0,https://contactcars.com/en/used-cars/peugeot-3008/3ef84d3efc3b48068736797ecd0ce167?status=Used
BMW 218iعداد 60000 الف كيلو صيانات توكيل فابريكه بلكامل,Giza,Doki,BMW,218i,2021,60000.0,Automatic,1920000.0,384000.0,https://contactcars.com/en/used-cars/bmw-218i/da3e821588d14690b395bfcfa1298f1e?status=Used
كيا سبورتاج كسر زيرو 2020,El Beheira,Hosh Issa,Kia,Sportage NQ5,2020,35000.0,Automatic,1950000.0,390000.0,https://contactcars.com/en/used-cars/kia-sportage_nq5/afd3954dc8694893b765ba4c9126753b?status=Used
جيلي الحمدلله بدون بوهيا,Western,Tanta,Geely,X 7,2019,68000.0,Automatic,700000.0,,https://contactcars.com/en/used-cars/geely-x_7/1a8d929a320748ad8d9e04e7de3fae92?status=Used
BMW E60 523i 2006 for sale,Port Said,Port Fouad,BMW,523i,2006,220000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/bmw-523i/9498bbcaac2147f78cf4dff310a65bda?status=Used
نيسان حالة نادره,Cairo,Maadi,Nissan,X-Trail,2014,75000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/nissan-x_trail/0f7a0a18b80e452f961106276dee6142?status=Used
بيجو 508 كسر الزيرو,Cairo,New Cairo & 5th Settlement,Peugeot,508,2018,51000.0,Automatic,1150000.0,230000.0,https://contactcars.com/en/used-cars/peugeot-508/9b20a1a58abb48d7bafa67ea9585d055?status=Used
بيع سيارة هيونداي جيتز,Giza,6th of October,Hyundai,Getz,2005,150000.0,Automatic,395000.0,,https://contactcars.com/en/used-cars/hyundai-getz/c6db5af966cc4bdf93ca306a77f1da83?status=Used
Nissan Qashqai 2016 very good condition,Cairo,New Cairo & 5th Settlement,Nissan,Qashqai,2016,113000.0,Automatic,780000.0,,https://contactcars.com/en/used-cars/nissan-qashqai/be918f27ceea42169366efd6ce1dd362?status=Used
حاله ممتازه,Cairo,Sayeda Zeinab,Nissan,Sunny,2022,80.0,Automatic,680000.0,136000.0,https://contactcars.com/en/used-cars/nissan-sunny/fcdc45d5212549818ba22d692f193c9e?status=Used
هيونداي cn7,Cairo,Garden City,Hyundai,Elantra CN7,2022,30000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_cn7/c419da6cbfc7415bb1381cbd2c3aeade?status=Used
رينو لوجان حالة نادرة للبيع,Alexandria,Zizinia,Renault,Logan,2015,132000.0,Manual,425000.0,,https://contactcars.com/en/used-cars/renault-logan/8068eb85d5324f459dbe9a306d4c5b0d?status=Used
سوزوكي بيك أب فبريكة برة وجوه بحالة ممتازة,Monufia,Quesna,Suzuki,Van,2019,31000.0,Manual,215000.0,,https://contactcars.com/en/used-cars/suzuki-van/547f8debdb304c63b784f4e46a6c4c1c?status=Used
فرصة قبل زيادة الأسعار,Cairo,New Cairo & 5th Settlement,Geely,Emgrand 7,2014,90000.0,Manual,305000.0,,https://contactcars.com/en/used-cars/geely-emgrand_7/0933cd758b54425fa63411a5c8517df2?status=Used
لانوس,North Sinai,El Arish,Daewoo,Lanos II,2007,300000.0,Manual,230000.0,,https://contactcars.com/en/used-cars/daewoo-lanos_ii/ad232aa7a3154943b64b0819e86f93dd?status=Used
C 180 model 2022,Asyut,Asyut,Mercedes,C180,2022,20000.0,Automatic,3500000.0,,https://contactcars.com/en/used-cars/mercedes-c180/2f23dd193eb545bea8f010f14c6e6bff?status=Used
داستر بحالة ممتازة٢٠٢٠,Hurghada,Dahar,Renault,Duster,2020,165000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/renault-duster/fba5972b99e94b6c9a32e084b12c33a1?status=Used
هوندا اكورد ٢٠٢٠ وكيل,Dakahlia,Mansoura,Honda,Accord,2020,100000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/honda-accord/13e3157cbba04d0c93328e05f5a063ec?status=Used
مرسيدس E,Cairo,El Sherouk City,Mercedes,E 180,2017,100000.0,Automatic,2500000.0,,https://contactcars.com/en/used-cars/mercedes-e_180/82d9491b788b4008b0cb151ff7dbe3b8?status=Used
Range rover Vogue 2022,Cairo,New Cairo & 5th Settlement,Range Rover,VOGUE,2022,17000.0,Manual,8900000.0,,https://contactcars.com/en/used-cars/range_rover-vogue/43930c74e42e447fad31572dd2032c8e?status=Used
رينو ساندرو بحاله ممتازه,Giza,El Haram,Renault,Sandero Stepway,2016,150000.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/renault-sandero_stepway/663ce17360a04c5ba65c51d21999c606?status=Used
FIAT TIPO 2018 اعلى فئة بحالة ممتازة,Damietta,New Damietta,Fiat,Tipo,2018,153000.0,Automatic,1000000.0,,https://contactcars.com/en/used-cars/fiat-tipo/3986c4e566664cbaa6f643d5f520810d?status=Used
cls 350 فبريكا بالكامل صيانات توكيل,Giza,Sheikh Zayed,Mercedes,CLS 350,2020,50000.0,Automatic,4500000.0,900000.0,https://contactcars.com/en/used-cars/mercedes-cls_350/2803a1a932944d71b18650e38b9ae499?status=Used
فيات فيورينوا ابواب سحب مانويل غاز اصلي وبنزين فابريكه,Cairo,Maadi,Fiat,Fiorino,2021,27000.0,Manual,650000.0,162500.0,https://contactcars.com/en/used-cars/fiat-fiorino/b9e3386b4d19447995e608a92eb19515?status=Used
سياره جديده استيراد من ألمانيا,Damietta,New Damietta,Mercedes,CLA 200,2016,110000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/mercedes-cla_200/fa492964345e46808e7ee4146a5700d8?status=Used
BMW X1 بحاله ممتازه وسعر مميز,Cairo,New Cairo & 5th Settlement,BMW,X1,2013,125000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/bmw-x1/b4f61b9919f54ede8d06e52fcdbe713d?status=Used
سياره رانجلر فابريكا ٢٠١٧,Cairo,New Cairo & 5th Settlement,Jeep,Wrangler,2017,120000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/jeep-wrangler/1cc28eef443c4368b2306f5a5b5a04f0?status=Used
سيارة ستروين حالتها ممتازة,Cairo,New Cairo & 5th Settlement,Citroen,C5,2016,141000.0,Automatic,1000000.0,,https://contactcars.com/en/used-cars/citroen-c5/608801f018aa4d0e9cca8659210e1d86?status=Used
جولف لقطة,Cairo,Heliopolis,Volkswagen,Golf,1988,500000.0,Automatic,250000.0,,https://contactcars.com/en/used-cars/volkswagen-golf/c7696ba42e2249f9bbde327ba07a74ee?status=Used
نيسان بيك اب دوبل كابينة,Qena,Qena,Nissan,Pick up,2016,68000.0,Manual,1200000.0,,https://contactcars.com/en/used-cars/nissan-pick_up/8d0e7b718d93450da4f234066a7473c9?status=Used
هيونداى ماتركس,Western,Mahalla al-Kubra,Hyundai,Matrix,2021,150000.0,Automatic,400000.0,,https://contactcars.com/en/used-cars/hyundai-matrix/5201901a9e5241ddbfd4403e9564d2c4?status=Used
تيجو ٧ هاي لين عداد ٣٦ الف,Cairo,Helwan,Chery,Tiggo 7,2022,36000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/chery-tiggo_7/16c51a9cfd3d4e08a67d4bf1c3af5f7d?status=Used
كارنز ٢٠١١ اعلي فئه خليجي بدون دهانات رخصه ٣ سنين,Kafr El Sheikh,Riyadh,Kia,Carens,2011,160000.0,Automatic,1000000.0,,https://contactcars.com/en/used-cars/kia-carens/a880dc8955df4fda8bc47a68493602be?status=Used
رينو استرال كسر زيرو اعلي فئة فبريكه,Cairo,Madinaty,Renault,Austral,2024,6000.0,Automatic,1900000.0,380000.0,https://contactcars.com/en/used-cars/renault-austral/a94d49c4a6a943b5aefa19d78a1281cf?status=Used
حاله جديدهاستخدام ٦ شهور و العربيه مرفوعه لدواعي السفر,Alexandria,Bitash,Mitsubishi,Eclipse,2019,13000.0,Automatic,1563000.0,312600.0,https://contactcars.com/en/used-cars/mitsubishi-eclipse/37f561fb64d74f45b7b53af0c4bb0767?status=Used
بيجوا كسر زيرو,Cairo,Zayton,Peugeot,301,2022,18500.0,Automatic,770000.0,,https://contactcars.com/en/used-cars/peugeot-301/4831c81be1e94a36bc21386d97d260b9?status=Used
شيفورليه كابتيفا خليجي وارد الكويت,Eastern,10th of Ramadan,Chevrolet,Captiva,2023,20000.0,Automatic,1350000.0,337500.0,https://contactcars.com/en/used-cars/chevrolet-captiva/414e27c45a8e4fed881d76f3876b2f80?status=Used
Mercedes GLA 200 AMG panorama zero,Cairo,Rehab City,Mercedes,GLA 200,2023,50.0,Automatic,3150000.0,630000.0,https://contactcars.com/en/used-cars/mercedes-gla_200/29ec5f04e6c74137a88a03812a8377d1?status=Used
رينو كادجار اعلي فئه حاله ممتازه,Cairo,Nasr City,Renault,Kadjar,2019,64000.0,Automatic,360000.0,,https://contactcars.com/en/used-cars/renault-kadjar/66608a1e6feb4f92b7c32358bd22b1fb?status=Used
حاله نادره فورد فوكاس ( فبريكا كلها ),Cairo,El Sherouk City,Ford,Focus,2009,310.0,Automatic,480000.0,,https://contactcars.com/en/used-cars/ford-focus/6c963666b2214887b594d3b7c273e87a?status=Used
شيري أريزو ٥ موديل ٢٠٢٣ كسر زيرو,Cairo,New Cairo & 5th Settlement,Chery,ARRIZO 5,2023,35000.0,Automatic,770000.0,385000.0,https://contactcars.com/en/used-cars/chery-arrizo_5/e458e42d30284554811231b16dce69f6?status=Used
نيسان صني الشكل القديم,El Beheira,Rahmaniyah,Nissan,Sunny,2009,130000.0,Automatic,400000.0,,https://contactcars.com/en/used-cars/nissan-sunny/1cf937367d434909a2b4b4a544a1390c?status=Used
لادا جرانتا 2020,Cairo,Maadi,Lada,Granta,2020,109000.0,Manual,340000.0,,https://contactcars.com/en/used-cars/lada-granta/f2d4dfea2bb44ccdbc17552154d53bce?status=Used
Bmw x 5 2020,Giza,Sheikh Zayed,BMW,X5,2020,80000.0,Automatic,4200000.0,840000.0,https://contactcars.com/en/used-cars/bmw-x5/9c75575d2fa14acdb1f9222b65b4a684?status=Used
Mercedes Benz - CLA 180 - 2018,Alexandria,Smouha,Mercedes,CLA 180,2018,75000.0,Automatic,1950000.0,,https://contactcars.com/en/used-cars/mercedes-cla_180/c2b9c80170c2429e9d0d1d14a323c368?status=Used
لوجان ٢٠١٢ مانيوال,Cairo,El Sherouk City,Renault,Logan,2012,175000.0,Manual,310000.0,,https://contactcars.com/en/used-cars/renault-logan/79a6211048534fd985c7d299716c2d93?status=Used
اوبل استرا فبريكه بلكامل كل الصينات في التوكيل,Alexandria,Burj Al Arab,OPEL,Astra,2019,69000.0,Automatic,780000.0,156000.0,https://contactcars.com/en/used-cars/opel-astra/e1bfbf3727dd401d951ef3a9d15bcbb6?status=Used
م جى rx5,Giza,Sheikh Zayed,MG,RX5,2019,83000.0,Automatic,980000.0,,https://contactcars.com/en/used-cars/mg-rx5/c8789fe1eff541cc9256b19e6beb3561?status=Used
Karim,Giza,Doki,MG,HS,2022,45000.0,Automatic,1380000.0,690000.0,https://contactcars.com/en/used-cars/mg-hs/368ecd0949dd4d39974b830ed7c4886f?status=Used
Fiat tipo,Monufia,The Bagour,Fiat,Tipo,2021,43500.0,Automatic,1150000.0,287500.0,https://contactcars.com/en/used-cars/fiat-tipo/9958023a0bfa4d929872d011fd2a7a37?status=Used
Id4 pureplus,Cairo,Heliopolis,Volkswagen,ID.4 CROZZ,2023,10.0,Automatic,2300000.0,,https://contactcars.com/en/used-cars/volkswagen-id.4_crozz/26a76fda424c43259c3faf38c77b6deb?status=Used
كيا برايد هاتشباك,Cairo,Sayeda Zeinab,Kia,Pride,1997,185000.0,Manual,135000.0,,https://contactcars.com/en/used-cars/kia-pride/f952d54de0cd4c79ac7636036e8dec07?status=Used
رينو لوجان أعلي فئه مانيوال,Giza,El Haram,Renault,Logan,2010,228000.0,Manual,300000.0,,https://contactcars.com/en/used-cars/renault-logan/aafbf56bc3a84750a011b3d874909b86?status=Used
A200,Cairo,Garden City,Mercedes,A200,2020,120000.0,Automatic,2580000.0,,https://contactcars.com/en/used-cars/mercedes-a200/ba58f1ed4eed4c1aa84c418206b9f46d?status=Used
كيا سيراتو K3 2013 توب لاين اعلي فئه كاملة فبريكة,Cairo,Heliopolis,Kia,Sorento,2013,90000.0,Automatic,870000.0,,https://contactcars.com/en/used-cars/kia-sorento/d4ca2ad162074673a2951e5193d01785?status=Used
كيا اسبورتاج بحالة الفبريكه,Cairo,Nasr City,Kia,Sportage,2015,87500.0,Automatic,1150000.0,,https://contactcars.com/en/used-cars/kia-sportage/cbc30add34604112bad26dbd1969d6a2?status=Used
سيارة بحالة ممتازة جدا,Cairo,Future City,Tesla,Model X,2018,99999.0,Automatic,4900000.0,,https://contactcars.com/en/used-cars/tesla-model_x/fcb6f12515ab42d39251d1e758a4847e?status=Used
سكودا اوكتافيا,Western,Mahalla al-Kubra,Skoda,Octavia,2002,275000.0,Manual,310000.0,,https://contactcars.com/en/used-cars/skoda-octavia/709e0e9e7dd74ce49fae27da16d587e1?status=Used
Mazdarx8,Alexandria,Bab Sharq,Mazda,3,2005,60000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/mazda-3/af840f26b2cc4990b83d08dcd729d7e3?status=Used
بيجوا 301 كسر زيرو,Cairo,Zayton,Peugeot,301,2022,18500.0,Automatic,825000.0,,https://contactcars.com/en/used-cars/peugeot-301/f7024654a5314979a40ba27143f1843e?status=Used
اوبل استرا 2017 بحاله ممتازه مش محتاجه اي مصاريف,Cairo,Nasr City,OPEL,Astra,2017,160000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/opel-astra/589287ccbdd547379a68582fffa887a8?status=Used
Mercedes A200 Model 2020 - First Hand,Giza,6th of October,Mercedes,A200,2020,83500.0,Automatic,2050000.0,410000.0,https://contactcars.com/en/used-cars/mercedes-a200/6f76a8a4ff1141b98446cbf5c5725a3a?status=Used
هيونداي I20 فابريكا,Cairo,Maadi,Hyundai,I20,2021,22500.0,Automatic,825000.0,165000.0,https://contactcars.com/en/used-cars/hyundai-i20/93e9d17e324749da99d04b59abf4e3f1?status=Used
بولو ٢٠٠٣ للبيع,Cairo,New Cairo & 5th Settlement,Volkswagen,Polo,2003,152000.0,Manual,275000.0,,https://contactcars.com/en/used-cars/volkswagen-polo/7d8481b248f24137950fccba0c6ad26b?status=Used
سياره للبيع,Alexandria,Miami,Hyundai,Tucson NX4e,2019,50000.0,Automatic,1675000.0,335000.0,https://contactcars.com/en/used-cars/hyundai-tucson_nx4e/ab2f6d54ccdc41a3b55b7cc9b94d5824?status=Used
رانجلر موديل 2011 فبريكا رخصه 2025,Monufia,Sadat City,Jeep,Wrangler,2011,230000.0,Automatic,1200000.0,,https://contactcars.com/en/used-cars/jeep-wrangler/402f1be9ba4d47429e41c78992a8c8bb?status=Used
Excellent Condition - Regular maintenance - 175KM,Cairo,El Sherouk City,OPEL,Astra,2018,175000.0,Automatic,700000.0,,https://contactcars.com/en/used-cars/opel-astra/ae53e95d01ef4b9f91ef80ab0853308a?status=Used
تويوتا فابريكا بالكامل ما عدا الكبوت وجزء من رفرف خلفي بدون معجو,Giza,Sheikh Zayed,Toyota,Rav4,2015,180000.0,Automatic,2150000.0,,https://contactcars.com/en/used-cars/toyota-rav4/85384432d8354858bfd6cfd70a450541?status=Used
رينو ميجان بحالة الزيرو,Cairo,Heliopolis,Renault,Megane,2022,37000.0,Automatic,1300000.0,260000.0,https://contactcars.com/en/used-cars/renault-megane/42584b22b418428b8c94fa4428a8aabc?status=Used
فورد كوجا ٢٠١٨ sport فابريكا بالكامل,Cairo,New Cairo & 5th Settlement,Ford,Kuga,2018,169000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/ford-kuga/79e65fc1cf3a4c499ae1bd5f36fdaf89?status=Used
نيسان باترول V6 فئه تيتانيوم لون اسود لقطه كالجديده,Cairo,Nasr City,Nissan,Patrol,2022,9985.0,Automatic,11799000.0,2359800.0,https://contactcars.com/en/used-cars/nissan-patrol/4d854c2aa59648e78f872ecfff1ffefc?status=Used
رينو ميجان ٤ فابريكه بالكامل,Port Said,Arabs,Renault,Megane,2021,200000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/renault-megane/9ccbd8870dff400baeed4da21507a8c8?status=Used
بيجو 308 بحالة جيده,Giza,6th of October,Peugeot,308,2013,150000.0,Automatic,550000.0,,https://contactcars.com/en/used-cars/peugeot-308/729687e885d0401086dae6ace7e29d77?status=Used
وأرد ألمانيا,Cairo,Nasr City,Mercedes,GLC 200,2020,65000.0,Automatic,3300000.0,660000.0,https://contactcars.com/en/used-cars/mercedes-glc_200/eb8f6ddf2d18447fb9df21e0c06dd5e9?status=Used
"Hyundai Elantra C, SmartPlus ,2022 , Black exterior , black inte",Giza,Sheikh Zayed,Hyundai,Elantra CN7,2022,43000.0,Automatic,1350000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_cn7/7332b33b13bf461aa9d469f951efb19d?status=Used
اكسيد ابيض,Giza,Badrasheen,Kia,Xceed,2022,22000.0,Automatic,1450000.0,290000.0,https://contactcars.com/en/used-cars/kia-xceed/f8198f0dd38e424191739bcb34199467?status=Used
سوبارو معدلة حالة مميزة جدا,Cairo,Madinaty,Subaru,Impreza,2009,100000.0,Automatic,580000.0,,https://contactcars.com/en/used-cars/subaru-impreza/f23937af39374b0fbaef5a642e58758e?status=Used
Opel Astra 2018,Cairo,Heliopolis,OPEL,Astra,2018,95000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/opel-astra/5a0aa3b5aee6445db2dedc7d56cf9fe5?status=Used
bmw 320 2017 exclusive,Cairo,New Cairo & 5th Settlement,BMW,320i,2017,100000.0,Automatic,1700000.0,,https://contactcars.com/en/used-cars/bmw-320i/d6a7091f9e084efbb89de4cbfa3436b0?status=Used
ليفان فان بحالة جيدة,Cairo,Maadi,Lifan,520,2014,99000.0,Manual,150000.0,,https://contactcars.com/en/used-cars/lifan-520/ad2b8f415fce4e5dae1d7946f097a34e?status=Used
مرسيدس اس,Cairo,El Sherouk City,Mercedes,S560,2021,15000.0,Automatic,10000000.0,2000000.0,https://contactcars.com/en/used-cars/mercedes-s560/6413fdf703e845f096fdeb3553b90ab6?status=Used
Peugeot 3008,Cairo,New Cairo & 5th Settlement,Peugeot,3008,2019,120000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/peugeot-3008/f508313182e244feb5a5509c8c4c4b90?status=Used
اوبل استرا موديل 2017 مش محتاجه اي مصاريف,Cairo,Nasr City,OPEL,Astra,2017,160000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/opel-astra/a76556933a6c45dc9b0fca07a12f93fd?status=Used
عربيه لقطه رائعه انسيابية,Cairo,Nasr City,JAC,JS3,2022,80000.0,Automatic,860000.0,,https://contactcars.com/en/used-cars/jac-js3/42c93025d3f44d889ade11ed42b859c0?status=Used
DS 7 اوبرا بلس موديل 2022,Cairo,Basaten,DS,7 Crossback,2022,120000.0,Automatic,3300000.0,,https://contactcars.com/en/used-cars/ds-7_crossback/17a7c378c1004bf18ca834803dea6297?status=Used
تيجو فابريقة بالكامل,Cairo,El Sherouk City,Speranza,Tiggo,2010,158000.0,Manual,335000.0,,https://contactcars.com/en/used-cars/speranza-tiggo/741add3a402444c0b3d48fa6d3c6128a?status=Used
سياره للبيع,Giza,Saqqara,Hyundai,Tucson NX4e,2022,48000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/hyundai-tucson_nx4e/ff140dfd49564f50a0c6cc4502562a41?status=Used
Bmw 320,Cairo,New Cairo & 5th Settlement,BMW,320i,2016,154000.0,Automatic,1550000.0,,https://contactcars.com/en/used-cars/bmw-320i/afb08d7fde884e95b6a4909591e6ba73?status=Used
فورد فوكس ٢٠٢١ هتشباك,Eastern,10th of Ramadan,Ford,Focus,2021,70000.0,Automatic,1300000.0,325000.0,https://contactcars.com/en/used-cars/ford-focus/8f4f7ba71e034f199d0edc93a092aa3a?status=Used
فرنا للبيع,Giza,Badrasheen,Hyundai,Verna,2015,130000.0,Automatic,430000.0,,https://contactcars.com/en/used-cars/hyundai-verna/bece95e79251429bae0ec92b36ed0be0?status=Used
Cherokee 2013 kk high line,Alexandria,Smouha,Jeep,Cherokee,2013,152000.0,Automatic,1200000.0,,https://contactcars.com/en/used-cars/jeep-cherokee/c9d9ed77cdcd4d74860127979363ac26?status=Used
نيو اوبترا فابريكا بالكامل من الداخل والخارج,Giza,Faisal,Chevrolet,Optra,2018,154000.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/00836c89a3794ea8a3be41991f7cffcf?status=Used
بيجو 301 فابريكة منوال,Giza,6th of October,Peugeot,301,2015,180000.0,Manual,495000.0,,https://contactcars.com/en/used-cars/peugeot-301/c89ff7b14aba49e085ed44369b69051f?status=Used
كول راي ٢٢,Cairo,New Cairo & 5th Settlement,Geely,Coolray,2022,46000.0,Automatic,1220000.0,,https://contactcars.com/en/used-cars/geely-coolray/c95e4db66cff4cb2a65d5514f7703117?status=Used
"GLC 200,Fabrika in and out 2020",Cairo,New Cairo & 5th Settlement,Mercedes,GLC 200,2020,40000.0,Automatic,4200000.0,840000.0,https://contactcars.com/en/used-cars/mercedes-glc_200/7875ce03f8704008bfd16954f861afff?status=Used
